,QUALITY_STATUS,input_parameter_000,input_parameter_001,input_parameter_002,input_parameter_003,input_parameter_004,input_parameter_005,input_parameter_006,input_parameter_007,input_parameter_008,input_parameter_009,input_parameter_010,input_parameter_011,input_parameter_012,input_parameter_013,input_parameter_014,input_parameter_015,input_parameter_016,input_parameter_017,input_parameter_018,input_parameter_019,input_parameter_020,input_parameter_021,input_parameter_022,input_parameter_023,input_parameter_024,input_parameter_025,input_parameter_026,input_parameter_027,input_parameter_028,input_parameter_029,input_parameter_030,input_parameter_031,input_parameter_032,input_parameter_033,input_parameter_034,input_parameter_035,input_parameter_036,input_parameter_037,input_parameter_038,input_parameter_039,input_parameter_040,input_parameter_041,input_parameter_042,input_parameter_043,input_parameter_044,input_parameter_045,input_parameter_046,input_parameter_047,input_parameter_048,input_parameter_049,input_parameter_050,input_parameter_051,input_parameter_052,input_parameter_053,input_parameter_054,input_parameter_055,input_parameter_056,input_parameter_057,input_parameter_058,input_parameter_059,input_parameter_060,input_parameter_061,input_parameter_062,input_parameter_063,input_parameter_064,input_parameter_065,input_parameter_066,input_parameter_067,input_parameter_068,input_parameter_069,input_parameter_070,input_parameter_071,input_parameter_072,input_parameter_073,input_parameter_074,input_parameter_075,input_parameter_076,input_parameter_077,input_parameter_078,input_parameter_079,input_parameter_080,input_parameter_081,input_parameter_082,input_parameter_083,input_parameter_084,input_parameter_085,input_parameter_086,input_parameter_087,input_parameter_088,input_parameter_089,input_parameter_090,input_parameter_091,input_parameter_092,input_parameter_093,input_parameter_094,input_parameter_095,input_parameter_096,input_parameter_097,input_parameter_098,input_parameter_099,input_parameter_100,input_parameter_101,input_parameter_102,input_parameter_103,input_parameter_104,input_parameter_105,input_parameter_106,input_parameter_107,input_parameter_108,input_parameter_109,input_parameter_110,input_parameter_111,input_parameter_112,input_parameter_113,input_parameter_114,input_parameter_115,input_parameter_116,input_parameter_117,input_parameter_118,input_parameter_119,input_parameter_120,input_parameter_121,input_parameter_122,input_parameter_123,input_parameter_124,input_parameter_125,input_parameter_126,input_parameter_127,input_parameter_128,input_parameter_129,input_parameter_130,input_parameter_131,input_parameter_132,input_parameter_133,input_parameter_134,input_parameter_135,input_parameter_136,input_parameter_137,input_parameter_138,input_parameter_139,input_parameter_140,input_parameter_141,input_parameter_142,input_parameter_143,input_parameter_144,input_parameter_145,input_parameter_146,input_parameter_147,input_parameter_148,input_parameter_149,input_parameter_150,input_parameter_151,input_parameter_152,input_parameter_153,input_parameter_154,input_parameter_155,input_parameter_156,input_parameter_157,input_parameter_158,input_parameter_159,input_parameter_160,input_parameter_161,input_parameter_162,input_parameter_163,input_parameter_164,input_parameter_165,input_parameter_166,input_parameter_167,input_parameter_168,input_parameter_169,input_parameter_170,input_parameter_171,input_parameter_172,input_parameter_173,input_parameter_174,input_parameter_175,input_parameter_176,input_parameter_177,input_parameter_178,input_parameter_179,input_parameter_180,input_parameter_181,input_parameter_182,input_parameter_183,input_parameter_184,input_parameter_185,input_parameter_186,input_parameter_187,input_parameter_188,input_parameter_189,input_parameter_190,input_parameter_191,input_parameter_192,input_parameter_193,input_parameter_194,input_parameter_195,input_parameter_196,input_parameter_197,quality_parameter_00,quality_parameter_01,quality_parameter_02,quality_parameter_03,quality_parameter_04,quality_parameter_05,quality_parameter_06,quality_parameter_07,quality_parameter_08,quality_parameter_09,quality_parameter_10,quality_parameter_11,quality_parameter_12,quality_parameter_13,quality_parameter_14,quality_parameter_15,quality_parameter_16,quality_parameter_17
0,0,741.9439227999999,741.0131404,738.9495624,742.9657209,745.9267137,749.15126,224582.354,224654.2161,224740.1822,224829.2877,224922.4649,225014.8393,1,1,1,1,1,1,0,0,0,0,0,0,190104.987,190105.0,190105.0,190105.0,190105.0,190105.0,1,0,0,0,0,0,490.391059,1494.3497949999999,2720.798544,3971.70585,5206.108757999999,6445.970976,765.054579,742.1657887,759.1001765,768.4423841,772.0685143999999,777.7561566,792.5912543,786.1790312999999,798.8914387,804.1366446000001,805.9274945000001,809.5718997,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1,1,1.0,1.0,0,0,0,0,0,0,765.0571832,742.1409862,759.0829656000001,768.439404,772.0797117999999,777.7653914,7.0,7.0,7.0,7.0,7.0,7.0,1200.0,1200.0,1200.0,829.0246342999999,708.3269809,706.6736057999999,815.0,815.0,815.0,815.0,815.0,815.0,749.0,749.0,749.0,749.0,749.0,749.0,4.400000095,4.400000095,4.400000095,4.400000095,4.400000095,4.400000095,155559.7926,155567.1571,155575.0246,155582.9234,155590.2113,155596.0627,91.35854066,80.75242221,80.78301543,80.79948257,80.78226822,80.74504496,19.90950521,20.19863916,20.86165049,20.29713024,18.00088692,15.39028144,545.6584730000001,545.1156114,542.2156331,541.8088244,541.2784862999999,541.2471242,565.8583274,565.3644527,563.0872824,561.9889409,559.4420071000001,556.7929331,0.813706046,0.826583398,0.84878648,0.848750399,0.848851385,0.8488981659999999,1300.0,1300.0,1300,1300,1300.0,1300.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,65.0,65.0,65.0,65.0,65.0,65,691.407152,691.131812,693.2964344,693.9697522999999,695.3549998,691.2884266,80,80,80,80,80,80,80.0,80.0,80.0,80.0,80.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,27.04915365,27.0,27.0,27.0,27.0,27.0,0.14,0.14,0.079,10,7798,7.797999999999999,98.8,0.14,0.001,0.47,0.0,0.0,0.64,0.035,0.7340000000000001,815,749.0,720.98
1,0,767.942776,765.9371727999999,767.3142634,767.9290914,760.5214325000001,753.7342808999999,99996.79452000001,100030.8438,100076.9573,100123.6878,100171.5347,100219.0932,1,1,1,1,1,1,0,0,0,0,0,0,41003.89174,41005.0,41005.0,41005.0,41005.0,41005.0,1,0,0,0,0,0,480.0711009,1647.975293,3250.5246629999997,4851.368058,6458.6308420000005,8058.565529,784.0188072999999,782.6113903,780.0362562999999,777.2920709,743.607897,760.4723978,839.8591742999998,832.8293551,832.2919477,829.918178,833.5694679,838.507796,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1,1,1.0,1.0,0,0,0,0,0,0,784.0059633,782.6130653,780.0356239,777.3040911,743.5939611,760.4540666,7.0,7.0,7.0,7.0,7.0,7.0,861.7893096000001,861.2714181,861.0876302999999,860.9390261,862.0715432,860.8215571000001,816.2999877999999,816.2999877999999,816.2999877999999,816.2999877999999,816.2999877999999,816.2999877999999,802.2000122000001,802.2000122000001,802.2000122000001,802.2000122000001,802.2000122000001,802.2000122000001,4.400000095,4.400000095,4.400000095,4.400000095,4.400000095,4.400000095,126440.869,126447.9876,126457.4852,126466.8725,126476.2987,126484.9757,82.46846574,80.82301662,80.83018203,80.79985149,80.83847118,80.87021797,43.78990826,41.3008794,40.13778808,40.43069029,39.71790541,39.36219975,526.5229697,527.0584681,527.4059228,526.9336068,526.1070124,523.1022906999999,482.6345953,485.237995,486.8385923,486.1386336,486.01772819999996,483.7475608,0.835545801,0.83561305,0.8356184320000001,0.835540698,0.8355733470000001,0.835549454,1700.0,1700.0,1700,1700,1700.0,1700.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,66.0,66.0,66.0,66.0,66.0,66,701.5599532000001,698.8259436000001,697.2389115,698.5406634,696.8450073,695.6837957,80,80,80,80,80,80,80.0,80.0,80.0,80.0,80.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,30.0,29.860876899999997,29.11282159,29.0,29.20143279,0.22,0.14,0.102,10,10062,60.678000000000004,98.64,0.0,0.001,0.6,0.0,0.0,0.62,0.034,0.968,816,802.0,77.544
2,0,769.6013788,765.9741353999999,766.0356446000001,767.3467075,765.2800157,766.8160074,100289.4072,100313.4562,100359.0822,100404.4309,100450.873,100498.2167,1,1,1,1,1,1,0,0,0,0,0,0,41005.0,41006.74688,41007.0,41007.0,41007.0,41007.0,1,0,0,0,0,0,147.14423080000003,973.865043,2513.750174,4052.936152,5588.652564,7124.974573,772.7427885,775.3061685,771.0321343999999,772.7744186000001,761.2328052999999,779.6321264999999,846.7195513,844.634957,841.4201171,839.7828752999999,835.4322634,834.4200999,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1,1,1.0,1.0,0,0,0,0,0,0,772.8958332999999,775.3313905,771.0363167,772.7591966,761.2523274,779.6313636,7.0,7.0,7.0,7.0,7.0,7.0,859.4776629,860.8783401000001,860.7317106,860.2943801000001,860.0669844,860.4147163999999,816.2999877999999,816.2999877999999,816.2999877999999,816.2999877999999,816.2999877999999,816.2999877999999,802.2000122000001,802.2000122000001,802.2000122000001,802.2000122000001,802.2000122000001,802.2000122000001,4.400000095,4.400000095,4.400000095,4.400000095,4.400000095,4.400000095,126493.8023,126496.9077,126502.7789,126508.7526,126514.6427,126522.3262,80.80002214,81.31205034,80.14608357,80.09856499,80.09196397,80.12176039,41.51923077,43.41923397,45.39293183,46.89682875,47.31867445,47.68476904,520.9972941999999,523.0073137,523.5673142,522.2354611999999,520.9776989,517.7171605000001,479.62833489999997,479.3672914,477.9251381,475.37137530000007,473.3757478,470.18629599999997,0.835659327,0.8126873090000001,0.800057114,0.8000591140000001,0.800045243,0.800052347,1700.0,1700.0,1700,1700,1700.0,1700.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,66.0,66.0,66.0,66.0,66.0,66,699.4340835,698.0344044,696.4654776000001,698.0706624,697.6918835,697.0376275,80,80,80,80,80,80,80.0,80.0,80.0,80.0,80.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,29.94711538,29.95670275,29.88498536,29.28689218,29.00583576,29.00374532,0.22,0.14,0.09300000000000001,16,10530,71.208,98.72,0.0,0.004,0.56,0.0,0.0,0.61,0.027999999999999997,0.9179999999999999,816,802.0,88.074
3,0,746.9584677,750.2891614,750.4214165,749.5415119,748.2658478999999,748.7728599999999,214700.1603,214740.6757,214787.7722,214834.6914,214881.8172,214901.9763,1,1,1,1,1,1,0,0,0,0,0,0,120102.9664,120103.0,120103.0,120103.0,120103.0,120103.0,1,0,0,0,0,0,677.6336336,2050.512452,3664.1256479999997,5272.710048,6889.853061,8498.220264,761.5658659,766.8924992999999,779.7371539,775.6876863,777.4654047,778.0467798,767.1077077000001,758.1143531,752.1621502,754.4385063,757.1329417000001,762.1072672,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1,1,1.0,1.0,0,0,0,0,0,0,761.5647147000001,766.8703581,779.7522583,775.6939474999999,777.4608355,778.0398172,7.0,7.0,7.0,7.0,7.0,7.0,726.8604052999999,729.2569249,729.4084242,729.9913625,728.8239437000001,729.0195388,807.0999756,807.0999756,807.0999756,807.0999756,807.0999756,807.0999756,792.5999756,792.5999756,792.5999756,792.5999756,792.5999756,792.5999756,4.400000095,4.400000095,4.400000095,4.400000095,4.400000095,4.400000095,153381.6676,153386.7033,153393.8885,153401.5985,153408.4033,153416.2025,80.22137305,80.24452782,80.21112341,80.197992,80.21880267,80.2706456,74.88903904,76.89069408,77.16370502,76.57602862,76.36597041,77.41231506,474.2029505,471.1425449,472.7711652,475.32666839999996,476.4954232,477.7304636,549.1145180999999,548.0311984,549.9091177,551.9992894999999,552.9157712,555.313967,0.826188184,0.84793148,0.8479835859999999,0.848005316,0.847961043,0.847970151,1705.0,1705.0,1705,1705,1705.0,1705.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,55.0,55.0,55.0,55.0,55.0,55,692.1318155,694.8566009,694.2149164,695.1370225,694.532762,693.9623684,80,80,80,80,80,80,80.0,80.0,80.0,80.0,80.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,28.0,28.0,28.0,28.0,28.0,0.13,0.136,0.084,10,9948,205.826,98.53,0.0,0.001,0.8,0.0,0.005,0.6,0.021,1.3330000000000002,807,792.0,502.666
4,0,766.2207348,759.3170234,761.7830438999999,754.6434306,754.7009618,759.6148433,221922.7483,221945.1535,221952.3574,221954.3829,221956.9531,221988.7298,1,1,1,1,1,1,0,0,0,0,0,0,180103.0,180103.0,180103.0,180103.0,180103.0,180103.0,1,0,0,0,0,0,645.9997592999999,1809.679029,3023.3512140000003,4232.04069,5441.476296,6630.3559399999995,801.8740972999999,796.99117,788.1033113,755.2894737,773.0859548,780.7859043,829.8709677,820.9320088,818.2218542999999,810.6977001,815.6612759999999,820.9261968,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1,1,1.0,1.0,0,0,0,0,0,0,801.8779490000001,796.9896247,788.1218543,755.2678019,773.0963669,780.7985372,7.0,7.0,7.0,7.0,7.0,7.0,770.3409617000001,766.2590058,765.3723665,761.0481087000001,756.6492599,756.6418166,815.0,815.0,815.0,815.0,815.0,815.0,749.0,749.0,749.0,749.0,749.0,749.0,4.400000095,4.400000095,4.400000095,4.400000095,4.400000095,4.400000095,155109.2212,155127.6207,155145.5896,155167.0248,155186.3031,155205.8355,84.45638797,80.29737814,80.32634124,80.33905325,80.30938148,80.32283207,2.819932595,1.774172185,3.404415011,7.259619637,8.03389455,8.899379433,534.4158764,535.8917824,537.5604119,538.788444,543.8201196,551.0984194,532.0661473,535.2993656,540.5745892000001,546.2379833,551.8238662,543.964586,0.822434563,0.8224330740000001,0.8224203440000001,0.822440414,0.818475229,0.800564808,1300.0,1300.0,1300,1300,1300.0,1300.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,55.0,55.0,55.0,55.0,55.0,55,692.6548421,692.9355746,693.1513902,694.2504131000001,696.1350432,698.0578984,80,80,80,80,80,80,80.0,80.0,80.0,80.0,80.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,29.0,29.0,29.0,29.0,29.0,0.14,0.14,0.04,10,7784,141.19,98.85,0.0,0.0009,0.45,0.0,0.004,0.62,0.025,0.726,815,749.0,681.954
5,0,769.7542638,769.1113572,768.2447367000001,767.4756851,770.1414208,769.69466,223025.9638,223110.5083,223195.4039,223279.5141,223363.1319,223445.1425,1,1,1,1,1,1,0,0,0,0,0,0,180106.9927,180107.0,180107.0,180107.0,180107.0,180107.0,1,0,0,0,0,0,656.62372,1816.911214,2997.572862,4164.826521,5338.77856,6509.541593999999,781.4569005,771.9840849,735.2700643999999,784.3207394,792.0434167000001,779.7828216,830.1681186000001,828.0649131,825.5499414,817.0953749,820.2516383999999,819.3258041,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1,1,1.0,1.0,0,0,0,0,0,0,781.4617147999999,771.9931477000001,733.6663005,784.3201502000001,792.035076,779.7960526,7.0,7.0,7.0,7.0,7.0,7.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,815.0,815.0,815.0,815.0,815.0,815.0,749.0,749.0,749.0,749.0,749.0,749.0,4.400000095,4.400000095,4.400000095,4.400000095,4.400000095,4.400000095,155331.7061,155341.9185,155349.332,155354.6314,155359.8399,155365.0142,85.8607376,81.06464372,81.03806811,81.01404346,80.99170357,80.98121449,1.864740945,2.763041556,3.2282513180000003,2.982987185,2.371313673,3.6813596489999996,558.296948,556.2794972999999,553.6686977999999,551.81853,550.0774544,548.3040808999999,558.8102801,553.7784946,550.9517743,550.3054684,548.459326,544.9658357000001,0.800578109,0.80056449,0.800590331,0.800656053,0.800678663,0.800614064,1300.0,1300.0,1300,1300,1300.0,1300.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,65.0,65.0,65.0,65.0,65.0,65,694.0526472999999,694.767107,696.8634047999999,695.911661,695.591684,697.514693,80,80,80,80,80,80,80.0,80.0,80.0,80.0,80.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,29.0,29.0,29.79120636,30.0,30.0,0.14,0.14,0.08,10,7812,156.8,98.81,0.0,0.001,0.46,0.0,0.004,0.65,0.033,0.708,815,749.0,697.564
6,0,751.4630333,752.4979823,755.2308069000001,757.8272401,758.4085521000001,761.6202714,235586.5096,235624.8204,235671.8199,235717.9772,235765.0816,235811.1444,1,1,1,1,1,1,0,0,0,0,0,0,270102.9887,270103.0,270103.0,270103.0,270103.0,270103.0,1,0,0,0,0,0,657.2103593999999,2058.271907,3778.098508,5480.428289,7188.370883,8903.262606,774.4267089,772.8044914,757.9142168,770.4232292,774.26065,773.8587683999999,780.4728682,775.6479524,765.7112768999999,768.4907611000001,768.0149319,768.2019187999999,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1,1,1.0,1.0,0,0,0,0,0,0,774.435518,772.7970791,757.9106333,770.4241091,774.2411067,773.8777332000001,7.0,7.0,7.0,7.0,7.0,7.0,751.9897327000001,751.6401731000001,753.0369762,754.5169762999999,757.5339058999999,758.0167522,802.2000122000001,802.2000122000001,802.2000122000001,802.2000122000001,802.2000122000001,802.2000122000001,787.0999756,787.0999756,787.0999756,787.0999756,787.0999756,787.0999756,4.400000095,4.400000095,4.400000095,4.400000095,4.400000095,4.400000095,157520.8653,157533.6694,157551.2144,157568.7066,157582.5346,157598.1273,80.51022661,80.33693392,80.86113381,80.88809385,81.15024261,81.34619437,55.70436927,62.54520769,62.32221735,61.28992521,64.70158103,66.84091923,460.01736270000004,461.4399942,460.3901943,459.85488260000005,460.0006739,461.69170499999996,515.7403419999999,524.1484128000001,522.7407958,521.4372827,525.0036732,528.5171232,0.9049251290000001,0.904948585,0.90501426,0.904958598,0.9049592809999999,0.904968533,1700.0,1700.0,1700,1700,1700.0,1700.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,56.0,56.0,56.0,56.0,56.0,56,696.4072641,694.406911,694.451223,694.5713141,696.058263,695.7186965,80,80,80,80,80,80,80.0,80.0,80.0,80.0,80.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,28.0,28.0,27.60756709,27.44158981,28.0,0.14,0.14,0.099,10,10062,212.53599999999997,98.46,0.0,0.001,0.85,0.0,0.006,0.61,0.027999999999999997,1.393,802,787.0,131.418
7,0,742.8262028,742.0608631,741.7037651,741.0775481000001,735.2880809,729.3651399,429754.8073,429793.595,429867.7635,429941.3951,430018.0778,430095.4385,1,1,1,1,1,1,0,0,0,0,0,0,280708.8025,280709.0,284196.7736,290701.0,290701.0,290701.0,1,0,0,0,0,0,135.60699590000002,967.4413197999999,2552.287407,4120.048228000001,5685.376104,7254.0880640000005,800.218107,800.2804842,798.5045342,795.4281722999999,647.7862191,764.877291,822.1296296,820.906333,817.3166593999999,847.6823261,811.9714002000001,810.7532782000001,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1,1,1.0,1.0,0,0,0,0,0,0,800.2345679,800.2891940000001,798.5070206,795.4453022000001,647.8447438,764.8886902,6.599999905,6.599999905,6.599999905,6.599999905,6.599999905,6.599999905,764.8930437999999,767.4836672,769.911683,770.8301227999999,768.9662472,751.8812019999999,785.5999756,785.5999756,785.5999756,785.5999756,785.5999756,785.5999756,770.2000122000001,770.2000122000001,770.2000122000001,770.2000122000001,770.2000122000001,770.2000122000001,4.400000095,4.400000095,4.400000095,4.400000095,4.400000095,4.400000095,210660.19100000002,210669.7597,210686.84100000001,210702.1466,210722.2578,210742.6119,83.25890301,89.0845974,86.45218702,81.36130909,81.35258734,81.40181272,17.57407407,17.98073516,20.11978938,20.92721659,20.87058304,19.13008494,498.2016108,497.12111239999996,498.26556270000003,499.09662469999995,500.4629907,499.69175139999993,480.6088771000001,479.0470994,477.77387910000004,477.8224444,479.2391937,480.533362,0.9016348890000001,0.901673175,0.9016999170000001,0.901639353,0.901666172,0.9016048940000001,1700.0,1700.0,1700,1700,1700.0,1700.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,55.0,55.0,55.0,55.0,55.0,55,698.7697052999999,699.9767007999999,700.4846481000001,700.5723207999999,699.0887462000001,690.5018356,80,80,80,80,80,80,80.0,80.0,80.0,80.0,80.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,27.03703704,27.38906112,27.51469943,27.53617115,27.48962014,27.23670094,0.07,0.136,0.09,36,10504,254.528,98.41,0.0,0.002,0.85,0.004,0.006999999999999999,0.62,0.027999999999999997,1.371,785,770.0,
8,0,742.3437425,741.408516,741.3043931,741.4112426,741.5719896,737.3575827000001,430257.261,430321.5764,430396.7254,430471.8897,430546.62299999996,430621.9692,1,1,1,1,1,1,0,0,0,0,0,0,290702.9905,290703.0,290703.0,290703.0,290703.0,290703.0,1,0,0,0,0,0,702.6675548,2092.402466,3680.8033189999996,5260.464602,6842.691409999999,8419.844782,785.0988751,785.2073976,785.3721239,786.7676991000001,971.1000733999999,760.9316747,809.7625813999999,808.8304712,804.5823009,801.1663717,883.7165197999999,807.3458829,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1,1,1.0,1.0,0,0,0,0,0,0,785.1130847000001,785.226699,785.3644542999999,786.7347345,970.8577826999999,760.9246294,6.599999905,6.599999905,6.599999905,6.599999905,6.599999905,6.599999905,757.7342231,761.0652835,761.2070272000001,761.8321715,762.6742943,762.0961132,785.5999756,785.5999756,785.5999756,785.5999756,785.5999756,785.5999756,770.2000122000001,770.2000122000001,770.2000122000001,770.2000122000001,770.2000122000001,770.2000122000001,4.400000095,4.400000095,4.400000095,4.400000095,4.400000095,4.400000095,210779.8486,210797.6476,210816.1298,210830.6018,210844.5113,210859.2491,82.97832644,81.46776254,81.46913057,81.4426503,81.39323873,81.42972752,4.904973357,3.4726992510000003,2.835840708,4.086061947,6.759251101,11.94187583,493.26692740000004,493.7890635,494.7930841,496.5053648,499.83128889999995,522.1141906,488.43341669999995,490.7029428,492.1883823,492.63222609999997,493.02909280000006,510.1611594,0.901614681,0.9016617459999999,0.901614694,0.901621718,0.9016540820000001,0.9016851159999999,1700.0,1700.0,1700,1700,1700.0,1700.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,55.0,55.0,55.0,55.0,55.0,55,696.1924787,695.7435887999999,696.8862173,697.0568284,695.0252376,695.4537747,80,80,80,80,80,80,80.0,80.0,80.0,80.0,80.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,27.48875074,27.21554381,27.23915929,27.21371681,27.3277533,27.33883752,0.07,0.136,0.08800000000000001,18,10312,264.84,98.58,0.0,0.001,0.69,0.003,0.005,0.62,0.028999999999999998,1.113,785,770.0,
9,0,739.8438319,742.2388844999999,742.1945775,746.7748022999999,746.7005555,746.5003903,430715.9521,430770.1508,430842.4368,430915.9996,430991.1757,431065.4998,1,1,1,1,1,1,0,0,0,0,0,0,290704.9801,290705.0,290705.0,290705.0,290705.0,290705.0,1,0,0,0,0,0,492.95882350000005,1650.144661,3184.0272489999998,4686.194149,6184.189947999999,7677.095469,781.8122172000001,789.2162162000001,792.9222419,792.7974291,795.6335944,796.9164099999999,814.7045249,821.0693398,816.613868,812.3435284,811.2678416,967.4517158,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1,1,1.0,1.0,0,0,0,0,0,0,781.8054298999999,789.2246345,792.9237926,792.7737145,795.6457789,796.9188297000001,6.599999905,6.599999905,6.599999905,6.599999905,6.599999905,6.599999905,755.3524919,758.6008285,762.4565005,764.6881873,765.7588456,766.4934681,785.5999756,785.5999756,785.5999756,785.5999756,785.5999756,785.5999756,770.2000122000001,770.2000122000001,770.2000122000001,770.2000122000001,770.2000122000001,770.2000122000001,4.400000095,4.400000095,4.400000095,4.400000095,4.400000095,4.400000095,210876.5701,210887.03100000002,210901.1723,210918.6918,210937.4497,210956.7391,82.17186664,82.38417257,82.40679615,82.34601788,82.36860651,82.41653084,14.57104072,12.67124502,8.852237483,5.298980496,3.587684943,2.8202815660000002,540.9159424,542.1515461,543.0316427,543.3857882,542.8517784,541.8796665,526.6238366,529.5744665,533.9914262,538.1392399,539.6773043,539.5194313,0.895101171,0.866260273,0.8546772859999999,0.8479690190000001,0.8479906190000001,0.847966477,1700.0,1700.0,1700,1700,1700.0,1700.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,55.0,55.0,55.0,55.0,55.0,55,697.7147686000001,696.6751312000001,696.2681932999999,695.5228977999999,696.056235,695.9984477,80,80,80,80,80,80,80.0,80.0,80.0,80.0,80.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,27.41402715,27.61298183,27.46012406,27.28634752,27.29721497,27.161680600000004,0.07,0.136,0.113,20,10204,275.04400000000004,98.84,0.0,0.0,0.45,0.002,0.004,0.6,0.035,0.75,785,770.0,
